,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,fonte,genero,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,continente
2235,2259,1200,Alimentos e bebidas,Chen Xianbao & family,63,China,Alimentos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2236,2259,1200,Saúde,Cheng Xianfeng,54,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2237,2259,1200,Moda e varejo,Chung Yong-jin,54,South Korea,Varejo,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
2238,2259,1200,Serviços,Darwin Deason,82,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2239,2259,1200,Moda e varejo,Diego Della Valle,69,Italy,Calçados,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2240,2259,1200,Manufatura,Ashwin Desai,71,India,Especialidades químicas,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2241,2259,1200,Mídia e entretenimento,Richard Desmond,71,United Kingdom,Editoras,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2242,2259,1200,Moda e varejo,Ding Shui Po,52,China,"Tênis, roupas esportivas",Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2243,2259,1200,Moda e varejo,Sefik Yilmaz Dizdar,85,Turkey,Varejo de moda,Masc,234.44,15.2,754411708203,77.4,17.9,42.3,83429615,Asia
2244,2259,1200,Mídia e entretenimento,Mathias Doepfner,60,Germany,Mídia,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2245,2259,1200,Manufatura,Farhad Ebrahimi,84,United States,Painéis solares,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2246,2259,1200,Diversificado,Jose Roberto Ermirio de Moraes,65,Brazil,Diversificados,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2247,2259,1200,Diversificado,Jose Ermirio de Moraes Neto,70,Brazil,Diversificados,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2248,2259,1200,Manufatura,Fang Hongbo,56,China,Eletrodomésticos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2249,2259,1200,Manufatura,David Feffer,66,Brazil,Papel e celulose,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2250,2259,1200,Manufatura,Zsolt Felcsuti,51,Hungary,Manufatura,Masc,121.64,3.3,160967157504,75.8,23.0,37.9,9769949,Europe
2251,2259,1200,Moda e varejo,Ben Francis,30,United Kingdom,Roupas de ginástica,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2252,2259,1200,Moda e varejo,Gary Friedman,65,United States,Varejo de móveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2253,2259,1200,Metais e mineração,Dan Gertler,49,Israel,Mineração,Masc,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
2254,2259,1200,Manufatura,Balkrishan Goenka,56,India,Têxteis,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2255,2259,1200,Finanças e investimentos,Lawrence Golub,63,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2256,2259,1200,Manufatura,Saroj Rani Gupta,72,India,Tubos de aço,Fem,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2257,2259,1200,Tecnologia,Anthony Hall,67,Australia,Tecnologia,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2258,2259,1200,Construção e engenharia,Fahed Hariri,42,United Kingdom,"Construção, investimentos",Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2259,2259,1200,Moda e varejo,Richard Hayne,75,United States,Lojas de roupas urbanas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2260,2259,1200,Finanças e investimentos,Michael Heine,73,Australia,Serviços financeiros,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2261,2259,1200,Tecnologia,Orion Hindawi,43,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2263,2259,1200,Moda e varejo,Huang Guanlin,58,China,"Têxteis, vestuário",Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2264,2259,1200,Tecnologia,Sam Hupert,68,Australia,Tecnologia,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2265,2259,1200,Telecomunicações,Mohammed Ibrahim,76,United Kingdom,Comunicações,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2267,2259,1200,Finanças e investimentos,David Kaplan,55,United States,Finanças,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2268,2259,1200,Moda e varejo,Kim Kardashian,42,United States,"Shapewear, cosméticos, reality TV",Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2269,2259,1200,Manufatura,Ke Guihua,57,China,Autopeças,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2270,2259,1200,Saúde,Ke Yunfeng & family,56,China,Varejo,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2271,2259,1200,Imobiliário,Alexander Klyachin,55,Russia,Imóveis,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2272,2259,1200,Manufatura,Christine Knauf,65,Germany,Materiais de construção,Fem,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2273,2259,1200,Manufatura,Karl Knauf,65,Germany,Materiais de construção,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2274,2259,1200,Automotivo,Suresh Krishna,86,India,Autopeças,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2275,2259,1200,Mídia e entretenimento,Guy Laliberté,63,Canada,Cirque du Soleil,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
2276,2259,1200,Tecnologia,Lee Su-jin,45,South Korea,Hospitalidade,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
2277,2259,1200,Manufatura,Li Guoqing,53,China,Petro Fibre,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2278,2259,1200,Saúde,Li Li,59,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2279,2259,1200,Saúde,Li Ruiqiang,43,China,Serviços médicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2280,2259,1200,Manufatura,Zhen Li & family,59,China,Baterias de lítio,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2281,2259,1200,Manufatura,Guangwei Liang,59,China,Conglomerado,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2283,2259,1200,Tecnologia,Frederic Luddy,68,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2284,2259,1200,Alimentos e bebidas,"Cargill MacMillan, III.",63,United States,Cargill,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2285,2259,1200,Alimentos e bebidas,John MacMillan,73,United States,Cargill,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2286,2259,1200,Alimentos e bebidas,Martha MacMillan,71,United States,Cargill,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2287,2259,1200,Alimentos e bebidas,William MacMillan,68,United States,Cargill,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2288,2259,1200,Diversificado,Keshub Mahindra,99,India,Diversificados,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2289,2259,1200,Manufatura,Mao Zhongwu,60,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2290,2259,1200,Construção e engenharia,Jorge Mas,60,United States,Construção civil,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2291,2259,1200,Diversificado,Lorinc Meszaros,57,Hungary,Diversificados,Masc,121.64,3.3,160967157504,75.8,23.0,37.9,9769949,Europe
2292,2259,1200,Tecnologia,Jeffrey Michael & family,66,United States,Gerenciamento de dados,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2293,2259,1200,Saúde,Alan Miller & family,85,United States,Serviços de saúde,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2294,2259,1200,Diversificado,Neide Helena de Moraes,68,Brazil,Diversificados,Fem,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2295,2259,1200,Finanças e investimentos,Scott Nuttall,50,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2296,2259,1200,Alimentos e bebidas,Axel Oberwelland & family,56,Germany,Doces,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2297,2259,1200,Tecnologia,Jonathan Oringer,48,United States,Fotos de estoque,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2298,2259,1200,Alimentos e bebidas,Vitaly Orlov,58,Russia,Pesca,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2299,2259,1200,Imobiliário,Jose Isaac Peres & family,82,Brazil,Shopping centers,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2300,2259,1200,Mídia e entretenimento,Markus Persson,43,Sweden,Jogos de computador,Masc,110.51,1.8,530832908738,82.5,27.9,49.1,10285453,Europe
2301,2259,1200,Tecnologia,Mark Pincus,57,United States,Jogos on-line,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2302,2259,1200,Diversificado,Murdaya Poo,82,Indonesia,Diversificados,Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2303,2259,1200,Saúde,Forrest Preston,90,United States,Cuidados com a saúde,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2304,2259,1200,Alimentos e bebidas,Qian Ying,57,China,Criação de porcos,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2305,2259,1200,Manufatura,Jimmy Rane,76,United States,Madeira serrada,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2306,2259,1200,Finanças e investimentos,Andrei Rappoport,59,Switzerland,Investimentos,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
2307,2259,1200,Alimentos e bebidas,Hugo Ribeiro & family,67,Brazil,Agronegócios,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2308,2259,1200,Finanças e investimentos,Bennett Rosenthal,59,United States,Finanças,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2309,2259,1200,Imobiliário,Atul Ruia,52,India,Imóveis,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2310,2259,1200,Finanças e investimentos,Thomas Sandell,62,United Kingdom,Fundos de hedge,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2311,2259,1200,Alimentos e bebidas,Francesco Saputo,72,Canada,Queijo,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
2312,2259,1200,Construção e engenharia,Dhruv Sawhney,78,United Arab Emirates,"Engenharia, açúcar",Masc,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529,Asia
2313,2259,1200,Finanças e investimentos,Gerald Schwartz,81,Canada,Finanças,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
2314,2259,1200,Moda e varejo,Antonio Luiz Seabra,80,United Kingdom,Cosméticos,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2315,2259,1200,Tecnologia,Eric Ya Shen,52,China,Varejo on-line de vestuário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2316,2259,1200,Tecnologia,Sytse 'Sid' Sijbrandij,43,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2317,2259,1200,Automotivo,Alexander Sixt,43,Germany,Aluguel de carros,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2318,2259,1200,Automotivo,Konstantin Sixt,40,Germany,Aluguel de carros,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2319,2259,1200,Energia,Edwin Soeryadjaya,73,Indonesia,"Carvão, investimentos",Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2320,2259,1200,Saúde,Abhay Soi,49,India,Saúde,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2321,2259,1200,Tecnologia,Mike Speiser,52,United Kingdom,Software,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2322,2259,1200,Construção e engenharia,Marco Squinzi,51,Italy,Produtos químicos,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2323,2259,1200,Construção e engenharia,Veronica Squinzi,51,Italy,Produtos químicos,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2324,2259,1200,Finanças e investimentos,Michael Steinhardt,82,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2325,2259,1200,Tecnologia,Ion Stoica,58,United States,Análise de dados,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2326,2259,1200,Metais e mineração,Eddy Sugianto,77,Indonesia,Carvão,Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2327,2259,1200,Manufatura,Luc Tack,61,Belgium,"Têxtil, produtos químicos",Masc,117.11,1.4,529606710418,81.6,24.0,55.4,11484055,Europe
2328,2259,1200,Alimentos e bebidas,Tony Tan Caktiong,70,Philippines,Alimentos,Masc,129.61,2.5,376795508680,71.1,14.0,43.1,108116615,Asia
2329,2259,1200,Manufatura,Xiuguo Tang,59,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2330,2259,1200,Imobiliário,Sam Tarascio,78,Australia,Imóveis,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2331,2259,1200,Finanças e investimentos,Lina Tombolato,75,Italy,Serviços financeiros,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2332,2259,1200,Manufatura,Ching Bor Tung,60,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2333,2259,1200,Mídia e entretenimento,Joop van den Ende,81,Netherlands,Programas de TV,Masc,115.91,2.6,909070395161,81.8,23.0,41.2,17332850,Europe
2334,2259,1200,Finanças e investimentos,Ruben Vardanyan & family,54,Armenia,Banco de investimentos,Masc,129.18,1.4,13672802158,74.9,20.9,22.6,2957731,Europe
2335,2259,1200,Moda e varejo,Sandro Veronesi & family,63,Italy,Moda,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2336,2259,1200,Imobiliário,Thongma Vijitpongpun,65,Thailand,Imóveis,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
2338,2259,1200,Saúde,Wang Fuji,59,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2340,2259,1200,Manufatura,Wang Xiaoshen,54,China,Lítio,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2341,2259,1200,Diversificado,J. Wayne Weaver,87,United States,Calçados,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2342,2259,1200,Alimentos e bebidas,Drorit Wertheim,67,Israel,Coca Cola Israel,Fem,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
2343,2259,1200,Finanças e investimentos,Cameron Winklevoss,41,United States,Criptomoeda,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2344,2259,1200,Finanças e investimentos,Tyler Winklevoss,41,United States,Criptomoeda,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2347,2259,1200,Moda e varejo,Wu Yonghua,52,China,Vestuário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2348,2259,1200,Manufatura,Xia Xinde,58,China,Baterias,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2349,2259,1200,Manufatura,Wenbo Xiang,60,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2350,2259,1200,Alimentos e bebidas,Xu Jin,58,China,Vinhos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2351,2259,1200,Manufatura,Xu Shijun & family,60,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2352,2259,1200,Serviços,Wanmao Xu,78,China,Educação ,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2353,2259,1200,Manufatura,Xu Yuejuan,61,China,Petro Fibre,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2354,2259,1200,Saúde,Vadim Yakunin,60,Russia,Farmácia,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2355,2259,1200,Moda e varejo,Yang Yunyun,46,China,Varejo,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2356,2259,1200,Tecnologia,Matei Zaharia,37,United States,Análise de dados,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2357,2259,1200,Diversificado,Zan Shengda,60,China,Diversificados,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2358,2259,1200,Tecnologia,Zhang Xuezheng,47,China,Telecomunicações,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2359,2259,1200,Manufatura,Zhang Yin,66,China,Fabricação de papel,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2360,2259,1200,Saúde,Ning Zhao,56,China,Farmacêutico,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2361,2259,1200,Manufatura,Zhou Wen & family,58,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2362,2259,1200,Construção e engenharia,Zhu Xingliang,63,China,Construção civil,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2363,2405,1100,Moda e varejo,Hari Krishan Agarwal,66,India,Calçados esportivos,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2364,2405,1100,Energia,Farkhad Akhmedov,67,Russia,Investimentos,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2365,2405,1100,Finanças e investimentos,Joseph Bae,51,United States,Patrimônio privado,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2366,2405,1100,Alimentos e bebidas,Abigail Bennett,42,United States,Bebidas alcoólicas,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2367,2405,1100,Moda e varejo,Sara Blakely,52,United States,Spanx,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2368,2405,1100,Finanças e investimentos,Lloyd Blankfein,68,United States,Bancos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2369,2405,1100,Diversificado,Henadiy Boholyubov,61,Ukraine,"Bancos, investimentos",Masc,281.66,7.9,153781069118,71.6,20.1,45.2,44385155,Europe
2370,2405,1100,Imobiliário,Stephane Bonvin,56,Switzerland,Imóveis,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
2371,2405,1100,Diversificado,Oleg Boyko,58,Switzerland,Diversificados,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
2372,2405,1100,Tecnologia,Ryan Breslow,28,United States,Software de comércio eletrônico,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2373,2405,1100,Moda e varejo,Thomas Bruch,72,Germany,Varejo,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2374,2405,1100,Tecnologia,Marina Budiman,61,Indonesia,Centros de dados,Fem,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2375,2405,1100,Alimentos e bebidas,Pradip Burman,80,India,Bens de consumo,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2376,2405,1100,Saúde,Cai Hongbin,59,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2377,2405,1100,Manufatura,Cao Kejian,60,China,Compressores de ar,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2378,2405,1100,Alimentos e bebidas,Giuliana Caprotti,82,Italy,Supermercados,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2379,2405,1100,Alimentos e bebidas,Marina Caprotti,45,Italy,Supermercados,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2380,2405,1100,Tecnologia,Chang Jing,40,China,Tecnologia,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2381,2405,1100,Saúde,Chen Baohua,61,China,Produtos farmacêuticos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2382,2405,1100,Energia,Gang Chen,55,China,Energia solar,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2383,2405,1100,Logística,Liying Chen,47,China,Entrega de pacotes,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2385,2405,1100,Manufatura,Chen Xueling,55,China,Papelaria,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2386,2405,1100,Alimentos e bebidas,Cheng Lili,58,China,Criação de aves,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2387,2405,1100,Tecnologia,Weili Dai,61,United States,Semicondutores,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2388,2405,1100,Alimentos e bebidas,Carmen Daurella Aguilera,70,Spain,Engarrafadora da Coca-Cola,Fem,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781,Europe
2389,2405,1100,Manufatura,Deng Yingzhong,72,China,Papel,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2390,2405,1100,Finanças e investimentos,Shlomo Eliahu,87,Israel,Seguros,Masc,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
2391,2405,1100,Finanças e investimentos,Henry Engelhardt,65,United Kingdom,Seguros,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2392,2405,1100,Serviços,Gabriel Escarrer,88,Spain,Hotéis,Masc,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781,Europe
2393,2405,1100,Manufatura,Daniel Feffer,63,Brazil,Papel e celulose,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2394,2405,1100,Telecomunicações,Gleb Fetisov,56,Cyprus,Investimentos,Masc,102.51,0.3,24564647935,80.8,24.5,22.4,1198575,Europe
2395,2405,1100,Moda e varejo,Paul Fireman,79,United States,Reebok,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
