,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,city_of_residence,fonte,citizenship,genero,birth_date,last_name,first_name,residence_state,residence_region,birth_year,birth_month,birth_day,ipca_do_pais,variacao_do_ipca,pib_do_pais,g_tertiary_ed_enroll,g_primary_ed_enroll,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,country_lat,country_long,continente
2413,2405,1100,Automotivo,Hiroshi Ishibashi,76,Japan,Tokyo,Pneus,Japan,Masc,1946-08-01,Ishibashi,Hiroshi,No subdivisions info,No subdivisions info,1946,8,1,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2414,2405,1100,Jogos de azar e cassinos,Masayuki Ishihara,74,Japan,Tokyo,Máquinas de Pachinko,Japan,Masc,1948-12-15,Ishihara,Masayuki,No subdivisions info,No subdivisions info,1948,12,15,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2415,2405,1100,Finanças e investimentos,Chatchai Kaewbootta,71,Thailand,Bangkok,Empréstimos para automóveis,Thailand,Masc,1951-07-05,Kaewbootta,Chatchai,No subdivisions info,No subdivisions info,1951,7,5,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
2416,2405,1100,Finanças e investimentos,Nikhil Kamath,36,India,Bangalore,Serviços financeiros,India,Masc,1986-09-05,Kamath,Nikhil,No subdivisions info,No subdivisions info,1986,9,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2417,2405,1100,Finanças e investimentos,Jonas Kamprad,57,United Kingdom,London,IKEA,Sweden,Masc,1966-03-04,Kamprad,Jonas,No subdivisions info,No subdivisions info,1966,3,4,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2418,2405,1100,Finanças e investimentos,Mathias Kamprad,53,United Kingdom,London,IKEA,Sweden,Masc,1969-06-27,Kamprad,Mathias,No subdivisions info,No subdivisions info,1969,6,27,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2419,2405,1100,Finanças e investimentos,Peter Kamprad,59,Belgium,Tervuren,IKEA,Sweden,Masc,1964-03-29,Kamprad,Peter,No subdivisions info,No subdivisions info,1964,3,29,117.11,1.4,529606710418,79.7,103.9,81.6,24.0,55.4,11484055,50.503887,4.469936,Europe
2420,2405,1100,Serviços,Fumio Kaneko,66,Japan,Kobe,Gerenciamento de resíduos,Japan,Masc,1956-10-17,Kaneko,Fumio,No subdivisions info,No subdivisions info,1956,10,17,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2421,2405,1100,Automotivo,Sunjay Kapur,51,India,Delhi,Autopeças,United States,Masc,1971-10-15,Kapur,Sunjay,No subdivisions info,No subdivisions info,1971,10,15,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2422,2405,1100,Energia,Ali Metin Kazanci,88,Turkey,Istanbul,Energia,Turkey,Masc,1934-08-30,Kazanci,Ali Metin,No subdivisions info,No subdivisions info,1934,8,30,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Asia
2423,2405,1100,Saúde,Kangbao Ke & family,60,China,Guangzhou,Varejo,China,Masc,1963-01-01,Ke,Kangbao,No subdivisions info,No subdivisions info,1963,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2424,2405,1100,Esportes,Carsten Koerl,58,Switzerland,Zurich,Sports data,Germany,Masc,1964-11-27,Koerl,Carsten,No subdivisions info,No subdivisions info,1964,11,27,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
2425,2405,1100,Tecnologia,Koo Bon-sik,64,South Korea,Seoul,LG,South Korea,Masc,1958-06-28,Koo,Bon-sik,No subdivisions info,No subdivisions info,1958,6,28,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
2426,2405,1100,Energia,Andrei Kosogov,62,Russia,Moscow,Bancos,Russia,Masc,1961-03-15,Kosogov,Andrei,No subdivisions info,No subdivisions info,1961,3,15,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2427,2405,1100,Manufatura,Yogesh Kothari,74,India,Mumbai,Especialidades químicas,India,Masc,1949-01-01,Kothari,Yogesh,No subdivisions info,No subdivisions info,1949,1,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2428,2405,1100,Saúde,Arvind Lal,73,India,Delhi,Diagnóstico médico,India,Masc,1949-08-22,Lal,Arvind,No subdivisions info,No subdivisions info,1949,8,22,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2429,2405,1100,Jogos de azar e cassinos,Manuel Lao Hernández,78,Spain,Matadepera,Cassinos,Spain,Masc,1944-06-10,Lao Hernández,Manuel,No subdivisions info,No subdivisions info,1944,6,10,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2430,2405,1100,Construção e engenharia,Lee Joong-keun,82,South Korea,Seoul,"Construção, imóveis",South Korea,Masc,1941-01-11,Lee,Joong-keun,No subdivisions info,No subdivisions info,1941,1,11,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
2431,2405,1100,Finanças e investimentos,Nancy Lerner,62,United States,Cleveland,"Bancos, cartões de crédito",United States,Fem,1960-05-11,Lerner,Nancy,Ohio,Midwest,1960,5,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2432,2405,1100,Finanças e investimentos,Norma Lerner,87,United States,Cleveland,Bancos,United States,Fem,1936-03-28,Lerner,Norma,Ohio,Midwest,1936,3,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2433,2405,1100,Finanças e investimentos,Randolph Lerner,61,United States,Cleveland,"Bancos, cartões de crédito",United States,Masc,1962-02-21,Lerner,Randolph,Ohio,Midwest,1962,2,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2434,2405,1100,Saúde,Lin Zhijun,47,China,Xiamen,Dispositivos médicos,China,Masc,1975-09-01,Lin,Zhijun,No subdivisions info,No subdivisions info,1975,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2435,2405,1100,Saúde,Lin Zhixiong & family,49,China,Xiamen,Dispositivos médicos,China,Masc,1973-07-01,Lin,Zhixiong,No subdivisions info,No subdivisions info,1973,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2436,2405,1100,Manufatura,Jeffrey Lorberbaum,68,United States,Chattanooga,Pisos,United States,Masc,1954-10-25,Lorberbaum,Jeffrey,Tennessee,South,1954,10,25,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2437,2405,1100,Telecomunicações,Lu Rongfu,52,China,Xiamen,Telecomunicações,China,Masc,1971-01-01,Lu,Rongfu,No subdivisions info,No subdivisions info,1971,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2438,2405,1100,Moda e varejo,Lyu Yixiong,60,China,Shanghai,Cosméticos,China,Masc,1963-01-01,Lyu,Yixiong,No subdivisions info,No subdivisions info,1963,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2439,2405,1100,Tecnologia,Soichiro Minami,46,Japan,Tokyo,Internet e software,Japan,Masc,1976-06-15,Minami,Soichiro,No subdivisions info,No subdivisions info,1976,6,15,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2440,2405,1100,Automotivo,Pawan Munjal,68,India,Delhi,Veículos de duas rodas,India,Masc,1954-10-28,Munjal,Pawan,No subdivisions info,No subdivisions info,1954,10,28,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2441,2405,1100,Automotivo,Renu Munjal,68,India,Delhi,Veículos de duas rodas,India,Fem,1955-03-06,Munjal,Renu,No subdivisions info,No subdivisions info,1955,3,6,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2442,2405,1100,Automotivo,Suman Munjal,70,India,Delhi,Motocicletas,India,Masc,1953-02-26,Munjal,Suman,No subdivisions info,No subdivisions info,1953,2,26,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2443,2405,1100,Energia,Dmitry Nikolaev,56,Russia,Kemerovo,Carvão,Russia,Masc,1966-08-17,Nikolaev,Dmitry ,No subdivisions info,No subdivisions info,1966,8,17,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2444,2405,1100,Automotivo,Sjamsul Nursalim,81,Singapore,Singapore,"Pneus, varejo",Indonesia,Masc,1942-01-19,Nursalim,Sjamsul,No subdivisions info,No subdivisions info,1942,1,19,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
2445,2405,1100,Moda e varejo,Adrian Paval,54,Romania,Bacau,Varejo,Romania,Masc,1968-09-23,Paval,Adrian,No subdivisions info,No subdivisions info,1968,9,23,123.78,3.8,250077444017,49.4,85.2,75.4,14.6,20.0,19356544,45.943161,24.96676,Europe
2446,2405,1100,Diversificado,Antonio Percassi,69,Italy,Bergamo,"Imóveis, diversificados",Italy,Masc,1953-06-09,Percassi,Antonio,No subdivisions info,No subdivisions info,1953,6,9,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2447,2405,1100,Moda e varejo,Kevin Plank,50,United States,Lutherville-Timonium,Under Armour,United States,Masc,1972-08-13,Plank,Kevin,Maryland,South,1972,8,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2448,2405,1100,Saúde,G.V. Prasad,62,India,Hyderabad,Farmacêutico,India,Masc,1960-11-22,Prasad,G.V.,No subdivisions info,No subdivisions info,1960,11,22,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2449,2405,1100,Saúde,Pu Zhongjie & family,60,China,Beijing,Equipamentos médicos,China,Masc,1963-01-01,Pu,Zhongjie,No subdivisions info,No subdivisions info,1963,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2450,2405,1100,Saúde,Rao Wei & family,58,China,Shenzhen,Farmacêutico,China,Masc,1964-11-12,Rao,Wei,No subdivisions info,No subdivisions info,1964,11,12,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2451,2405,1100,Serviços,Helena Revoredo,76,Spain,Madrid,Serviços de segurança,Spain,Fem,1947-02-10,Revoredo,Helena,No subdivisions info,No subdivisions info,1947,2,10,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2452,2405,1100,Finanças e investimentos,Matthew Roszak,50,United States,Chicago,Criptomoeda,United States,Masc,1972-12-09,Roszak,Matthew,Illinois,Midwest,1972,12,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2453,2405,1100,Tecnologia,Paul Sciarra,42,United States,San Francisco,Pinterest,United States,Masc,1981-02-15,Sciarra,Paul,California,West,1981,2,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2454,2405,1100,Finanças e investimentos,Rajesh Sharma,53,India,Mumbai,Finanças,India,Masc,1970-02-25,Sharma,Rajesh,No subdivisions info,No subdivisions info,1970,2,25,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2455,2405,1100,Energia,Dean Solon,58,United States,Gallatin,Sistemas solares,United States,Masc,1965-01-01,Solon,Dean,Tennessee,South,1965,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2456,2405,1100,Finanças e investimentos,Michael Spencer,67,United Kingdom,"London, Suffolk",Bolsa de valores,United Kingdom,Masc,1955-05-30,Spencer,Michael,No subdivisions info,No subdivisions info,1955,5,30,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2457,2405,1100,Finanças e investimentos,Joseph Steinberg,79,United States,New York,Investimentos,United States,Masc,1944-02-05,Steinberg,Joseph,New York,Northeast,1944,2,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2458,2405,1100,Alimentos e bebidas,Zachary Stern,41,United States,Jackson,Bebidas alcoólicas,United States,Masc,1982-01-09,Stern,Zachary,Wyoming,South,1982,1,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2459,2405,1100,Manufatura,Manny Stul,73,Australia,Melbourne,Brinquedos,Australia,Masc,1949-05-09,Stul,Manny,No subdivisions info,No subdivisions info,1949,5,9,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
2460,2405,1100,Tecnologia,Sun Hongjun,49,China,Shanghai,Semicondutores,China,Masc,1973-07-01,Sun,Hongjun,No subdivisions info,No subdivisions info,1973,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2461,2405,1100,Manufatura,Sun Weijie,59,China,Yantai,Equipamentos para campos petrolíferos,China,Masc,1963-07-26,Sun,Weijie,No subdivisions info,No subdivisions info,1963,7,26,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2462,2405,1100,Tecnologia,Sehat Sutardja,61,United States,Las Vegas,Semicondutores,United States,Masc,1961-07-09,Sutardja,Sehat,Nevada,West,1961,7,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2463,2405,1100,Mídia e entretenimento,Min-Liang Tan,45,Singapore,Singapore,Jogos de azar,Singapore,Masc,1977-11-05,Tan,Min-Liang,No subdivisions info,No subdivisions info,1977,11,5,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
2464,2405,1100,Moda e varejo,Tan Yu Yeh,52,Malaysia,Selangor,Varejo,Malaysia,Masc,1971-01-01,Tan,Yu Yeh,No subdivisions info,No subdivisions info,1971,1,1,121.46,0.7,364701517788,45.1,105.3,76.0,12.0,38.7,32447385,4.210484,101.975766,Asia
2465,2405,1100,Automotivo,Tang Aoqi & family,77,China,Changzhou,Autopeças,China,Masc,1945-04-11,Tang,Aoqi,No subdivisions info,No subdivisions info,1945,4,11,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2466,2405,1100,Manufatura,Vonnarat Tangkaravakoon,51,Thailand,Bangkok,"Fios e cabos, tintas",Thailand,Masc,1971-09-11,Tangkaravakoon,Vonnarat,No subdivisions info,No subdivisions info,1971,9,11,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
2468,2405,1100,Manufatura,Tung Ching Sai,58,China,Dongguan,Manufatura,China,Masc,1965-01-01,Tung,Ching Sai,No subdivisions info,No subdivisions info,1965,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2469,2405,1100,Tecnologia,Arkady Volozh,59,Israel,Tel Aviv,Mecanismo de busca,Russia,Masc,1964-02-11,Volozh,Arkady,No subdivisions info,No subdivisions info,1964,2,11,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
2470,2405,1100,Manufatura,Peter-Alexander Wacker,71,Germany,Starnberg,Produtos químicos,Germany,Masc,1951-10-02,Wacker,Peter-Alexander,No subdivisions info,No subdivisions info,1951,10,2,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2471,2405,1100,Alimentos e bebidas,Wan Long,82,China,Luohe,Alimentos,China,Masc,1940-09-01,Wan,Long,No subdivisions info,No subdivisions info,1940,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2472,2405,1100,Diversificado,Wang Han,35,China,Shanghai,Companhias aéreas,China,Masc,1987-08-01,Wang,Han,No subdivisions info,No subdivisions info,1987,8,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2473,2405,1100,Mídia e entretenimento,Lars Wingefors,46,Sweden,Karlstad,Videogames,Sweden,Masc,1977-04-02,Wingefors,Lars,No subdivisions info,No subdivisions info,1977,4,2,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Europe
2475,2405,1100,Esportes,Tiger Woods,47,United States,Jupiter Island,Golfe,United States,Masc,1975-12-30,Woods,Tiger,Florida,South,1975,12,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2476,2405,1100,Moda e varejo,Horst Wortmann,81,Germany,Detmold,Calçados,Germany,Masc,1941-05-08,Wortmann,Horst,No subdivisions info,No subdivisions info,1941,5,8,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2477,2405,1100,Telecomunicações,Wu Kaiting,53,China,Xiamen,Eletrônicos,Hong Kong,Masc,1969-12-01,Wu,Kaiting,No subdivisions info,No subdivisions info,1969,12,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2479,2405,1100,Alimentos e bebidas,Wu Xiangdong,54,China,Beijing,Consumidor,China,Masc,1969-01-01,Wu,Xiangdong,No subdivisions info,No subdivisions info,1969,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2480,2405,1100,Saúde,Xiu Laigui,68,China,Tonghua,Farmacêutico,China,Masc,1954-07-01,Xiu,Laigui,No subdivisions info,No subdivisions info,1954,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2481,2405,1100,Saúde,Xu Jiangnan,61,China,Leping,Vitaminas,China,Masc,1962-01-01,Xu,Jiangnan,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2482,2405,1100,Telecomunicações,Xue Jiping,72,China,Nantong,TV a cabo,China,Masc,1951-01-01,Xue,Jiping,No subdivisions info,No subdivisions info,1951,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2483,2405,1100,Manufatura,Yao Hsiao Tung,83,Singapore,Singapore,Manufatura,Singapore,Masc,1940-01-01,Yao,Hsiao Tung,No subdivisions info,No subdivisions info,1940,1,1,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,Asia
2484,2405,1100,Tecnologia,Ye Qiongjiu,68,China,Hangzhou,Software,China,Fem,1954-10-14,Ye,Qiongjiu,No subdivisions info,No subdivisions info,1954,10,14,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2485,2405,1100,Alimentos e bebidas,Yanqiao Ye,53,China,Foshan,Molho de soja,China,Masc,1969-10-01,Ye,Yanqiao,No subdivisions info,No subdivisions info,1969,10,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2486,2405,1100,Mídia e entretenimento,Yu Faxiang,51,China,Shaoxing,"Turismo, indústria cultural",China,Masc,1971-10-07,Yu,Faxiang,No subdivisions info,No subdivisions info,1971,10,7,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2487,2405,1100,Metais e mineração,Zeng Chaolin,40,China,Yongzhou,Alumínio,China,Masc,1982-08-01,Zeng,Chaolin,No subdivisions info,No subdivisions info,1982,8,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2488,2405,1100,Construção e engenharia,Kapeng Zhang,58,China,Linhai,Materiais de construção,China,Masc,1965-01-01,Zhang,Kapeng,No subdivisions info,No subdivisions info,1965,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2489,2405,1100,Moda e varejo,Zhang Xuansong,51,China,Fuzhou,Supermercados,China,Masc,1971-10-09,Zhang,Xuansong,No subdivisions info,No subdivisions info,1971,10,9,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2490,2405,1100,Alimentos e bebidas,Zhang Xuewu,48,China,Changsha,Lanches,China,Masc,1974-08-19,Zhang,Xuewu,No subdivisions info,No subdivisions info,1974,8,19,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2491,2405,1100,Tecnologia,Zhu Yiming,50,China,Beijing,Semicondutores,China,Masc,1972-07-01,Zhu,Yiming,No subdivisions info,No subdivisions info,1972,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2492,2405,1100,Manufatura,Zhu Zhaojiang,49,China,Shenzhen,Smartphones,China,Masc,1974-01-01,Zhu,Zhaojiang,No subdivisions info,No subdivisions info,1974,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2494,2540,1000,Alimentos e bebidas,Manohar Lal Agarwal,68,India,Delhi,Lanches,India,Masc,1954-10-30,Agarwal,Manohar Lal,No subdivisions info,No subdivisions info,1954,10,30,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2495,2540,1000,Finanças e investimentos,Christian Angermayer,44,United Kingdom,London,Investimentos,Germany,Masc,1978-04-26,Angermayer,Christian,No subdivisions info,No subdivisions info,1978,4,26,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2496,2540,1000,Moda e varejo,Ryuji Arai,76,Japan,Tokyo,Varejo,Japan,Masc,1946-05-28,Arai,Ryuji,No subdivisions info,No subdivisions info,1946,5,28,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
2497,2540,1000,Saúde,Anna Maria Braun,44,Germany,Melsungen,Tecnologia médica,Germany,Fem,1979-01-01,Braun,Anna Maria,No subdivisions info,No subdivisions info,1979,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2498,2540,1000,Saúde,Johanna Braun,43,Germany,Melsungen,Tecnologia médica,Germany,Fem,1980-01-01,Braun,Johanna,No subdivisions info,No subdivisions info,1980,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
